MMUS	40	plural of MMU
MAASAI	48	A member of an indigenous people in Kenya and Tanzania.
MINERUN	40	not special in any way; lacking distinction
NSAID	40	an anti-inflammatory drug that does not contain steroids
RFRA	40	Acronym of Religious Freedom Restoration Act.
VAUSE	45	A surname.
GALINA	40	A transliteration of the Bulgarian or Russian female given name Гали́на (Galína).
DAYA	45	Alternative form of dhye (“wet-nurse”).
LEYVA	45	A surname from Spanish, mostly known as the second surname of the leaders of the disbanded Mexican Beltrán-Leyva drug cartel.
JANAE	45	A female given name originating as a coinage.
FIGUEROA	45	A surname from Spanish [in turn from Galician].
LAPKUS	45	A surname.
GOMOKU	48	An abstract strategy board game, played with pieces from the game go (black and white stones) on a go board with 19×19 intersections, or as a paper-and-pencil game. The winner is the first player to achieve an unbroken sequence of five of their pieces in a row, a column or a diagonal.
FET	45	Initialism of field effect transistor.
ELIZALDE	45	A surname.
PURKINJECELL	40	a large densely branching neuron that is the characteristic cell of the cerebellar cortex
QAJAQ	40	Alternative form of kayak.
QIGONGS	40	plural of qigong
YUZU	49	A citrus fruit originating in East Asia, Citrus ichangensis x Citrus reticulata var. austera.
VEWY	40	Pronunciation spelling of very.
ORDINALLY	40	In an ordinal manner.
CHIU	40	A surname from Cantonese.
SMURFY	30	Short and blue.
ICYMI	45	Initialism of in case you missed it.
HEMERALOPIA	40	inability to see clearly in bright light
DICKCHEESE	40	Penile smegma or accumulated dried-out semen underneath the foreskin.
GEEP	45	A sheep–goat hybrid, an animal with DNA from a goat and from a sheep, whether produced artificially or by natural intermating.
REINVADE	40	To invade again.
REINVADES	40	third-person singular simple present indicative of reinvade
REINVADED	40	simple past and past participle of reinvade
REINVADING	40	present participle and gerund of reinvade
PREEXAMINES	45	third-person singular simple present indicative of preexamine
PREEXAMINED	45	simple past and past participle of preexamine
PREEXAMINING	45	present participle and gerund of preexamine
PREEXAMINATION	45	before an examination
PREEXAMINATIONS	45	plural of preexamination
SMFH	5	Abbreviation of shaking my fucking head.
NEDVED	40	A surname from Czech.
SUPERMALES	48	plural of supermale
ACAPNOTIC	45	relating to or demonstrating acapnia
USF	40	Initialism of Nintendo Ultra 64 Sound Format.
COWICHAN	45	A member of a certain Native American tribe of British Columbia.
COLLISIONAL	40	Of or pertaining to collisions (especially between particles)
QESHM	15	An Iranian island in the Strait of Hormuz, the largest island in the Persian Gulf.
UNSTOW	40	To unload (stowed cargo) from a ship, etc.
UNSTOWS	40	third-person singular simple present indicative of unstow
UNSTOWED	40	simple past and past participle of unstow
UNSTOWING	40	present participle and gerund of unstow
CANADAJAY	40	a jay of northern North America with black-capped head and no crest; noted for boldness in thievery
OEMS	40	plural of OEM
NITZ	35	A surname.
PRELOADER	35	Agent noun of preload; one who, or that which, preloads.
ENGRISH	30	Ungrammatical, unorthographical or nonsensical English of the kind found in East Asia, notably in Japan.
TSENG	40	A surname.
HIRCOCERVUS	20	A mythical creature, half goat, half stag.
TRAGELAPH	20	Any member of the genus Tragelaphus of spiral-horned antelopes.
SAARC	35	Initialism of South Asian Association for Regional Cooperation.
ENDOPLASMIC	25	Of or relating to endoplasm.
OARFISHES	40	plural of oarfish
LUE	15	To sift using a sieve, particularly in mining tin or silver.
PIETS	15	plural of piet
MATRONYM	45	The name of someone's mother.
MATRONYMS	45	plural of matronym
PATRONYMS	45	plural of patronym
HAGIN	35	A surname.
ETYMONS	40	plural of etymon
EXABIT	45	a unit of information equal to 1000 petabits or 10^18 bits
EXABITS	45	plural of exabit
KIBIBYTE	30	a unit of information equal to 1024 bytes
MEBIBYTE	30	a unit of information equal to 1024 kibibytes or 2^20 (1,048,576) bytes
GIBIBYTE	30	a unit of information equal to 1024 mebibytes or 2^30 (1,073,741,824) bytes
TEBIBYTE	30	a unit of information equal to 1024 gibibytes or 2^40 (1,099,511,627,776) bytes
PEBIBYTE	30	a unit of information equal to 1024 tebibytes or 2^50 bytes
EXBIBYTE	30	a unit of information equal to 1024 pebibytes or 2^60 bytes
KIBIBYTES	30	plural of kibibyte
MEBIBYTES	30	plural of mebibyte
GIBIBYTES	30	plural of gibibyte
TEBIBYTES	30	plural of tebibyte
PEBIBYTES	30	plural of pebibyte
EXBIBYTES	30	plural of exbibyte
MISADDING	40	present participle and gerund of misadd
DEIFORM	40	Godlike.
EPEIRIC	35	Describing the part of a sea that lies over a continental shelf
JYOTI	35	A female given name from Sanskrit used in India.
COGNATIC	40	Of or relating to a mode of descent calculated from an ancestor or ancestress through any combination of male and female links, or a system of bilateral kinship where relations are traced through both father and mother.
PRERENDERING	40	present participle and gerund of prerender
TONSILLOLITH	30	A calculus that forms in the rear of the mouth, in the crevasses of the palatine tonsils.
TONSILLOLITHS	30	plural of tonsillolith
RECUSALS	40	plural of recusal
BUTTSEX	40	Alternative spelling of butt sex.
LOUISJOLIET	40	French explorer (with Jacques Marquette) of the upper Mississippi River valley (1645-1700)
GACK	35	A sharp, sudden sound from someone's throat while they're coughing, vomiting, gagging, etc.
SPITSBERGEN	35	islands in the Svalbard archipelago to the east of northern Greenland; belonging to Norway
JRPG	40	Initialism of Japanese role-playing game, a traditional genre of role-playing video game derived from design traditions originating in Japan; generally understood as involving a pre-determined story and player characters, a party of multiple controllable characters, and an emphasis on narrative and storytelling.
JRPGS	40	plural of JRPG
SERAILS	40	plural of serail
SCARRER	35	One who or that which scars.
SCARRERS	35	plural of scarrer
ONSHORES	40	third-person singular simple present indicative of onshore
ONSHORED	40	simple past and past participle of onshore
MEHS	40	plural of Meh
FOURPEATS	45	plural of fourpeat
FOURPEATED	45	simple past and past participle of fourpeat
FOURPEATING	45	present participle of fourpeat
THREEPEATED	45	simple past and past participle of threepeat
THREEPEATING	45	present participle and gerund of threepeat
THREEPEATER	45	One who threepeats.
THREEPEATERS	45	plural of threepeater
BOKO	45	The nose.
CREPEHANGER	40	Alternative form of crapehanger.
CRAPEHANGERS	40	plural of crapehanger
CREPEHANGERS	40	plural of crepehanger
PESTLING	45	present participle and gerund of pestle
RESPIRATORYINFECTION	40	any infection of the respiratory tract
GAPESEED	40	Alternative form of gape seed.
GAPESEEDS	40	plural of gapeseed
HERRIMAN	40	A surname.
PINOY	45	A Filipino; a citizen or local inhabitant of the Philippines and those descending from such, especially a male.
PINOYS	45	plural of Pinoy
PINAY	45	A Filipina; a citizen or local inhabitant of the Philippines, and those descending from such, who is female.
PINAYS	45	plural of Pinay
DELAVEGA	35	A surname from Spanish.
DONDIEGO	35	A surname from Spanish.
TENZIN	40	A unisex given name from Tibetan.
GYATSO	40	A unisex given name from Tibetan.
BALBIS	45	A straight line terminated by a secondary line at each end, resembling the letter H.
VESICA	20	a distensible membranous sac (usually containing liquid or gas)
REULEAUX	25	A surname.
QUORN	49	A famous fox hunt (one of the world's oldest, established in 1696) in Leicestershire.
ROMPISHLY	45	In a rompish manner.
COLLEGEMAN	45	a male student (or former student) at a college or university
TENOROON	40	a tenor bassoon; pitched a fifth higher than the ordinary bassoon
TENOROONS	40	plural of tenoroon
AMPULLAS	35	plural of ampulla
JEL	45	jealous
FONES	43	plural of fone
GUANCIALE	40	An Italian dish of fatty bacon prepared from pig cheeks.
XLNT	45	Abbreviation of excellent.
KURTOSIS	49	A measure of "heaviness of the tails" of a probability distribution, defined as the fourth cumulant divided by the square of the variance of the probability distribution.
ASSISTIVE	45	giving assistance
MANSLAYERS	45	plural of manslayer
GOYLE	45	A ravine or other depression.
NORTHAMPTONSHIRE	45	a county in central England
MUSICLOVER	45	someone who attends concerts
DLP	30	Initialism of dead letter-perfect: having learned one's lines with perfect accuracy.
STEREOISOMERS	40	plural of stereoisomer
SEATROUTS	30	plural of seatrout
AGENESIS	45	imperfect development; nondevelopment of a part
OGG	35	An open bitstream container file format for audio, video, and other multimedia content.
VOB	25	Abbreviation of video object.
CARUNCLE	30	an outgrowth on a plant or animal such as a fowl's wattle or a protuberance near the hilum of certain seeds
CARUNCLES	30	plural of caruncle
UUT	25	a radioactive transuranic element, with atomic number 113
UUP	25	a radioactive transuranic element, with atomic number 115
UUS	25	plural of UU
QUOTATIVE	45	A grammatical device to mark quoted speech, such as be like in "he was like, 'who are you?'".
CROQUE	45	A settlement in Newfoundland and Labrador.
OCTILLIONTH	40	The ordinal form of the number octillion.
HANDEDLY	40	Easily; with ease; misconstruction of handily.
LONGIES	35	knitted trousers for a baby or child
TEPHRA	45	The solid material thrown into the air by a volcanic eruption that settles on the surrounding areas.
MORIA	45	Excessive frivolity; an inability to be serious.
RAMZI	35	A male given name from Arabic.
SYED	35	Alternative spelling of Sayyid.
MALAGASIES	45	plural of Malagasy
ELVISES	35	plural of Elvis
TETRAPLEX	35	A complex formed from four of the same moieties
TETRAPLEXES	35	plural of tetraplex
CHHATRI	40	An elevated dome-shaped pavilion in Indian architecture.
CHHATRIS	40	plural of chhatri
WTH	30	Initialism of what the hell or what the heck.
UBERIZES	45	third-person singular simple present indicative of uberize
PLATINOID	45	Of or resembling platinum.
PLATINOIDS	30	plural of platinoid
VERGINA	40	A town in Imathia, Central Macedonia, northern Greece.
LBEAM	45	a beam with an L-shaped cross-section.
BRENDON	45	A male given name.
BIBER	45	A right tributary of the Danube river in Bavaria, Germany.
LWIN	45	A surname from Burmese.
CLASTS	35	plural of clast
CLASTICROCK	35	(geology) a rock composed of broken pieces of older rocks
DESALVO	35	A surname from Italian.
ARNABONTEMPS	25	United States writer (1902-1973)
ZOOPRAXISCOPE	40	An instrument developed by Eadweard Muybridge in the 1870's, similar to the phenakistoscope. The instrument involves a disc that includes serial pictures being rotated in front of a light source, projecting them upon a screen, to exhibit the natural movements of animals and the like.
ZOOPRAXISCOPES	40	plural of zoopraxiscope
RILLA	45	A diminutive of the female given name Marilla.
INGLESIDE	45	Beside an open fireplace.
BILLIONAIRESS	35	A female billionaire.
BILLIONAIRESSES	35	plural of billionairess
MILLIONAIRESSES	35	plural of millionairess
SHIBUYA	4	A special ward of Tokyo prefecture, Japan that is surrounded by (clockwise from north) Shinjuku, Minato, Shinagawa, Meguro, Setagaya, Suginami, and Nakano special wards.
ANURIA	20	inability to urinate
UMPHREY	25	A surname.
UMPHREYS	25	plural of Umphrey
UNREFLECTED	45	(especially of incident sound or light) not turned back by physical reflection
ANAMORPHOSIS	45	the evolution of one type of organism from another by a long series of gradual changes
TARBOOSHES	40	plural of tarboosh
MOSTARDAS	45	plural of mostarda
NAJAHAJE	40	cobra used by the Pharaohs as a symbol of their power over life and death
BLAD	35	A portfolio.
BLADS	35	plural of blad
KELTY	45	A surname.
MONE	25	To admonish; advise; explain.
DELAURENTIIS	40	A surname from Italian.
AKU	20	a Kwa language spoken by the Yoruba in southwestern Nigeria
WILDCATWELL	40	an exploratory oil well drilled in land not known to be an oil field
WILDCATTERS	40	plural of wildcatter
LAYDEN	35	A surname.
DIAGRID	40	A structure, used by some buildings, which is made up of triangles formed from beams of steel or sometimes other materials.
NOETHER	40	German mathematician (1882-1935)
ISOTONES	48	plural of isotone
FUNAMBULISTS	48	plural of funambulist
FUNAMBULISM	47	walking on a tightrope or slack rope
VERCINGETORIX	39	72 BCE–46 BCE, the chieftain of the Arverni, leader of the great Gallic revolt against the Romans in 53–52 BCE.
PAUPERED	42	simple past and past participle of pauper
PAUPERING	42	present participle and gerund of pauper
YOMP	48	A long-distance march carrying full kit.
YUMP	45	To leave the ground briefly when driving over a ridge at high speed.
YOMPS	48	plural of yomp
YUMPS	45	third-person singular simple present indicative of yump
EPL	28	Initialism of English Premier League.
KADIMA	38	A centrist political party in Israel.
MONTFORT	45	an English nobleman who led the baronial rebellion against Henry III (1208-1265)
REWS	15	plural of rew
CHELL	35	I shall
CHOLI	49	A short-sleeved blouse worn under a sari; an Indian underbodice.
CHOLIS	49	plural of choli
ANNABETH	48	A female given name originating as a coinage.
ARNESON	47	A surname.
MERSEYBEAT	42	The characteristic style of music produced by pop groups from Merseyside between 1958 and 1964, typified by the Beatles.
SHIPLAPS	15	plural of shiplap
ROCHDALE	47	A town and metropolitan borough in Greater Manchester, England (OS grid ref SD8913).
HOEK	45	In the Hook and Cod wars in the County of Holland between 1350 and 1490, a member of the more conservative faction consisting mostly of nobles.
UNPEGGING	45	present participle and gerund of unpeg
GEORGISM	40	An economic philosophy stating that things found in nature, most importantly land, belong equally to all. It is usually associated with the idea of a single tax on the value of land.
GEORGIST	40	A supporter of Georgism.
GEORGISTS	40	plural of Georgist
CHARLAINE	40	A female given name, variant of Charlene.
GRECIZING	40	present participle and gerund of grecize
SHROYER	38	A surname.
IDEOTYPE	39	A specimen identified as belonging to a specific taxon by the author of that taxon, but collected from somewhere other than the type locality
IDEOTYPES	39	plural of ideotype
SHANNONS	4	plural of Shannon.
RILLETTE	48	A dish of meat cooked in fat then shredded and served in a ramekin.
AQUATINTING	49	present participle and gerund of aquatint
TRAMPOLINED	45	simple past and past participle of trampoline
MEZZ	40	Marijuana.
MEZZROW	40	A surname.
APODES	10	plural of apode
SATINPOD	5	Any of various plants in the genus Lunaria.
OVERSMAN	45	An overseer or superintendent, especially of a mine
OVERSMEN	45	plural of oversman
QUARTERMAINE	48	A surname, a variant of Quartermain.
AXHANDLES	30	plural of axhandle
KROGERS	40	plural of Kroger
MISADAPT	42	To adapt in the wrong way.
MISADAPTS	42	third-person singular simple present indicative of misadapt
MISADAPTED	42	simple past and past participle of misadapt
MISADAPTING	42	present participle and gerund of misadapt
MILKEN	45	Consisting of milk.
HETEROSEXISTS	40	plural of heterosexist
HIREDWOMAN	48	a female hired laborer on a farm or ranch
ISTJ	30	Initialism of introverted, sensing, thinking and judging: a personality type in the Myers–Briggs Type Indicator.
ISFJ	30	Initialism of introverted, sensing, feeling and judging: a personality type in the Myers–Briggs Type Indicator.
INFJ	30	Initialism of introverted, intuitive, feeling and judging: a personality type in the Myers–Briggs Type Indicator.
INTJ	30	Abbreviation of interjection.
ISTP	30	Initialism of introverted, sensing, thinking and perceiving: a personality type in the Myers–Briggs Type Indicator.
ISFP	30	Initialism of introverted, sensing, feeling and perceiving: a personality type in the Myers–Briggs Type Indicator.
INFP	30	Initialism of introverted, intuitive, feeling and perceiving: a personality type in the Myers–Briggs Type Indicator.
INTP	30	Initialism of introverted, intuitive, thinking and perceiving: a personality type in the Myers–Briggs Type Indicator.
ESTP	30	Initialism of extraverted, sensing, thinking and perceiving: a personality type in the Myers–Briggs Type Indicator.
ESFP	30	Initialism of extraverted, sensing, feeling and perceiving: a personality type in the Myers–Briggs Type Indicator.
ENFP	30	Initialism of extraverted, intuitive, feeling and perceiving: a personality type in the Myers–Briggs Type Indicator.
ENTP	30	Initialism of extraverted, intuitive, thinking and perceiving: a personality type in the Myers–Briggs Type Indicator.
ESTJ	30	Initialism of extraverted, sensing, thinking and judging: a personality type in the Myers–Briggs Type Indicator.
ESFJ	30	Initialism of extraverted, sensing, feeling and judging: a personality type in the Myers–Briggs Type Indicator.
ENFJ	30	Initialism of extraverted, intuitive, feeling and judging: a personality type in the Myers–Briggs Type Indicator.
ENTJ	30	Initialism of extraverted, intuitive, thinking and judging: a personality type in the Myers–Briggs Type Indicator.
AMBEER	25	The juice from chewing tobacco.
LHPS	45	plural of LHP
DRAGOMEN	42	plural of dragoman
GLUONIC	40	Of, pertaining to, or mediated by gluons.
SQUONK	49	To produce a raucous noise like a squawk or honk.
SQUONKS	49	plural of squonk
MALDIVEISLANDS	45	a group of about 1,200 small coral islands (about 220 inhabited) in the Indian ocean
MADAMEDESTAEL	30	French romantic writer (1766-1817)
INTERBRAINS	45	plural of interbrain
DIENCEPHALON	48	the posterior division of the forebrain; connects the cerebral hemispheres with the mesencephalon
DIENCEPHALONS	48	plural of diencephalon
UNCRUNCHED	49	simple past and past participle of uncrunch
PEASY	35	Resembling or characteristic of peas.
ACD	40	Initialism of antecedent-contained deletion.
AET	30	Alternative form of a.e.t..
BABYSHOE	49	a shoe designed to be worn by infants
BLACKBERRYS	30	plural of BlackBerry
BSN	5	Initialism of Bachelor of Science in Nursing.
BUECHNER	40	A surname.
CALCULATINGMACHINE	49	a small machine that is used for mathematical calculations; can be mechanical or electronic
GIGGLINGLY	30	In a giggling way.
HANKOW	30	Alternative form of Hankou.
HOMOLOGICAL	30	similar in evolutionary origin but not in function
HOMOLOGIZE	30	make homologous
HOMOLOGIZED	30	simple past and past participle of homologize
HOMOLOGIZES	30	third-person singular simple present indicative of homologize
HOMOPHONOUS	30	characteristic of the phenomenon of words of different origins that are pronounced the same way
ICA	45	Initialism of Innovative Communications Alliance, an alliance formed by Microsoft and Nortel to develop unified communications products.
INDIANRESERVATION	1	a reservation set aside for the use of Indians
LAGOMORPH	30	A member of the mammalian taxonomic order Lagomorpha: a hare, a rabbit, or a pika.
LAMPING	49	A form of hunting at night, during which bright lights or lamps are used to dazzle the hunted animal or to attract insects for capture.
MFD	30	Abbreviation of manufactured.
MOTTLER	49	A brush used to create a mottled surface by removing parts of the glaze from an object.
NICOLETTE	49	A female given name from French.
NONCANCEROUS	20	Of a tumor, that is not cancerous; benign.
NORTHMOST	45	situated farthest north
PARHAM	49	A number of places:
PKS	48	plural of PK
PRECOOLING	42	present participle and gerund of precool
SALENGER	45	A surname.
SHEVAT	49	The fifth month of the civil year and the eleventh month of the ecclesiastical year in the Jewish calendar, after Tevet and before Adar.
SOUTHMOST	45	situated farthest south
STRATFORDONAVON	40	a town in central England on the River Avon; birthplace (and burial place) of William Shakespeare
SUBSTITUTER	49	Alternative form of substitutor.
TEARJERKING	40	Emotionally charged so as to induce sorrow.
TESTATRIXES	10	plural of testatrix
THISBE	48	One of a pair of ill-fated lovers, whose story forms part of Ovid's Metamorphoses.
WEATHERDECK	49	upper deck having no overhead protection from the weather, but sheltering the deck below
WOR	48	Our.
BOWFISH	7	To fish with a bow.
DISINHERITOR	49	One who disinherits.
DISINHERITORS	49	plural of disinheritor
MAULIK	35	A male given name from Sanskrit used in India.
IATA	49	Acronym of International Air Transport Association, an airline trade organisation with headquarters in Montreal, Canada and Geneva, Switzerland.
KUDIZE	49	To praise or extol.
KUDIZES	49	third-person singular simple present indicative of kudize
KUDIZED	49	simple past and past participle of kudize
KUDIZING	49	present participle and gerund of kudize
PRECOOL	42	To cool in advance.
AGAG	10	A Northwest Semitic name or title applied to a biblical king, possibly a dynastic name of the kings of Amalek.
GESTATORIAL	46	Used for carrying.
ROMANSCH	47	Synonym of Rhaeto-Romance.
ROMANCHE	47	Alternative form of Romansch.
RUMANTSCH	47	Alternative form of Romansch.
OUTDENTS	49	plural of outdent
OUTDENTED	49	simple past and past participle of outdent
OUTDENTING	48	present participle and gerund of outdent
OUTDENTATION	45	Synonym of dedentation (“reversal of indentation”).
NVM	49	Alternative letter-case form of NVM.
LONSDALE	35	A surname.
ZZYZX	48	A settlement in San Bernardino County, California, United States.
SHAO	42	A surname.
LIBTARD	5	A pejorative term for a liberal
LIBTARDS	5	plural of libtard
SCATPORN	10	Pornography that features defecation.
UNDS	40	plural of und
EYASSES	46	plural of eyass
FYROM	40	Acronym of former Yugoslav Republic of Macedonia, former long form of North Macedonia: a country in Southeastern Europe on the Balkan Peninsula.
PERIANAL	45	around the anus
VEP	40	Visual evoked potential.
BRU	31	bro; bra; term of address for a man
FFORDE	45	A surname: compare Fforde.
FOODFISHES	40	plural of foodfish
FYS	40	plural of FY
INTHA	39	An ethnic group of Myanmar.
RATFUCKING	40	present participle and gerund of ratfuck
MAVOR	45	A surname.
SILS	37	Initialism of single-incision laparoscopic surgery.
MCU	40	Initialism of microcontroller unit.
PYROTECHNIST	49	A pyrotechnician: person skilled in the manufacture or setting off of fireworks and firework displays.
PYROTECHNISTS	48	plural of pyrotechnist
SPARTY	40	The mascot of Michigan State University, usually depicted as a muscular male Spartan warrior or athlete dressed in stylized Greek costume.
PIERIAN	30	Of or relating to Pierides or Muses.
BUH	40	Pronunciation spelling of butt.
CHEMICS	30	plural of chemic
PARTENKIRCHEN	49	A constituent part of Garmisch-Partenkirchen, Bavaria, Germany, formerly a town.
GARMISCH	49	A constituent part of Garmisch-Partenkirchen, Bavaria, Germany, formerly a town.
INWEAVED	49	simple past and past participle of inweave
SPLOOSH	40	A heavy splashing sound.
FERDINANDII	48	Holy Roman Emperor and king of Bohemia and Hungary who waged war against Protestant forces (1578-1637)
SCAMANDER	43	A river in modern Turkey near the site of Troy.
TEMECULA	49	A city in Riverside County, California, United States.
FRIARSLANTERN	49	a pale light sometimes seen at night over marshy ground
SNESES	45	plural of SNES
FIBA	40	The International Basketball Federation.
ICHTHUS	40	Alternative form of ichthys.
AMIODARONE	30	an antiarrhythmic drug administered in the form of its hydrochloride C₂₅H₂₉I₂NO₃·HCl and used to treat life-threatening ventricular arrhythmia
ARDA	35	A river in Emilia-Romagna
RTOS	39	Initialism of real-time operating system.
MISCORRECT	45	To correct erroneously; to make a mistake in attempting to correct another mistake.
MISCORRECTS	45	third-person singular simple present indicative of miscorrect
MISCORRECTED	45	simple past and past participle of miscorrect
MISCORRECTING	45	present participle and gerund of miscorrect
NAZISPLOITATION	30	A subgenre of exploitation film that involves villainous Nazis committing criminal acts of a sexual nature, typically against people held in their concentration camps and prisons during World War II.
TRUEPINE	48	a coniferous tree
OUTLINER	49	One who or that which draws an outline.
OUTLINERS	48	plural of outliner
SUFFOSION	40	A geological process by which subsidence sinkholes or dolines are formed.
VOIVODESHIP	47	The office, position, rank, or title of a voivode (“a local ruler or official in various parts of central and eastern Europe; an administrative chief in modern Poland”).
VOIVODESHIPS	46	plural of voivodeship
SCHLONGING	49	present participle and gerund of schlong
TRIMOTORS	45	plural of trimotor
LDP	37	Initialism of limited driving privilege.
KCALS	39	plural of kcal
BBD	40	Initialism of bigger better deal: a potentially better romantic or sexual partner than one's current partner, for whom one may be on the lookout.
CONSANGUINITIES	49	plural of consanguinity
LIGO	48	Acronym of Laser Interferometer Gravitational-Wave Observatory, a large-scale physics experiment that successfully detected gravitational waves in 2015.
EYEFUCK	40	To ogle in a lecherous manner.
EYEFUCKS	40	third-person singular simple present indicative of eyefuck
EYEFUCKED	40	simple past and past participle of eyefuck
EYEFUCKING	40	present participle and gerund of eyefuck
HFCS	30	plural of HFC
TOOMEY	48	A surname from Irish.
DIMETRODONS	47	plural of dimetrodon
SMILODONS	49	plural of smilodon
NOMA	49	acute ulceration of the mucous membranes of the mouth or genitals; often seen in undernourished children
MUYBRIDGE	45	A surname
ODIA	49	The official language of the state of Odisha, India.
REMELTED	34	simple past and past participle of remelt
COMICVERSES	30	plural of comicverse
YURY	40	Alternative form of Yuri.
MOOSEWOOD	45	maple of eastern North America with striped bark and large two-lobed leaves clear yellow in autumn
WOODNOTES	49	plural of woodnote
BOTRYOIDAL	49	resembling a cluster of grapes in form
BARBICEL	47	Any of the hooks on the barbules of a feather that interlock adjacent barbs
BARBACK	47	An assistant to a bartender.
BARBACKS	46	plural of barback
BLANKERS	49	plural of blanker
KOEN	49	A male given name of modern usage.
TOHUBOHU	48	Alternative form of tohu-bohu.
CHOLECYST	48	The gall bladder.
MYXO	35	Myxomatosis.
MYXY	35	myxomatosis
WALHALLA	49	(Norse mythology) the hall in which the souls of heroes slain in battle were received by Odin
DRAGU	49	A village and commune of Sălaj County, Romania.
KERATINIZATION	48	organic process by which keratin is deposited in cells and the cells become horny (as in nails and hair)
CORNIFICATION	48	Conversion into, or formation of, horn.
RAVENSCROFT	49	A surname from Old English.
PENNIS	45	plural of penni
ANIMES	30	plural of anime
ECC	30	(telecommunication) a coding system that incorporates extra parity bits in order to detect errors
FLYS	10	plural of fly, a type of carriage
ECF	30	liquid containing proteins and electrolytes including the liquid in blood plasma and interstitial fluid
CUMS	10	third-person singular simple present indicative of cum
ECM	30	electronic warfare undertaken to prevent or reduce an enemy's effective use of the electromagnetic spectrum
KURU	30	A chronic, progressive, fatal central nervous system disease found mainly among the Fore and neighboring peoples of New Guinea, caused by a prion that probably resembles the scrapie agent of sheep, transmissible to nonhuman primates, and believed to be transmitted by ritual cannibalism.
SOMEBODYS	10	plural of somebody
KOTA	45	a Dravidian language spoken by the Kota
HANI	30	A Tibeto-Burman people living in Yunnan, China, Vietnam, and Laos, where they are also known as Ho.
CLITS	30	plural of clit
ECS	30	Initialism of enhanced chipset.
EBITDA	49	Acronym of earnings before interest, taxes, depreciation and amortization, revenue after the subtraction of dividends but before the deduction of interest, taxes, depreciation, and amortization.
NCS	10	Initialism of neotenic complex syndrome.
FUCKHEAD	25	a stupid person; these words are used to express a low opinion of someone's intelligence
CANCERCELLS	40	plural of cancercell
EMG	45	a graphical record of electric currents associated with muscle contractions
POOD	20	a Russian unit of weight equal to approximately 36 pounds
TNF	40	Initialism of tumor necrosis factor.
JENNYS	10	plural of Jenny
FRG	30	a republic in central Europe; split into East Germany and West Germany after World War II and reunited in 1990
KINDERGARTENER	40	a child who attends a preschool or kindergarten
CLASSICIZE	49	make classic or classical
NANNING	49	an industrial city in southern China
CLASSICISTIC	49	of or relating to classicism
SITTA	49	type genus of the Sittidae
HETER	40	Special permission from a rabbi to break a commandment.
DAGDA	30	chief Celtic god of the Tuatha De Danann; father of Angus Og and Brigit
FREYR	49	A Vanir god associated with kingship and virility in the North Germanic corpus, in which he rides the shining boar Gullinbursti and wields an antler as a weapon. He is sometimes referred to as Yngvi-Freyr.
DIPHTHONGIZE	48	change from a simple vowel to a diphthong
SADDUCEES	49	plural of Sadducee
KURUS	30	100 kurus equal 1 lira in Turkey
INJUNS	1	plural of injun
MUSLIMAH	30	a Muslim woman
VAGINALDISCHARGE	10	discharge of secretions from the cervical glands of the vagina; normally clear or white
OVERPRESSURE	40	a transient air pressure greater than the surrounding atmospheric pressure
TELOPHASE	48	the final stage of mitosis
GERMANYS	10	plural of Germany
RPAABB	40	an urban hit squad and guerrilla group of the Communist Party in the Philippines; formed in the 1980s
HFC	35	a fluorocarbon emitted as a by-product of industrial manufacturing
PADDYS	10	plural of Paddy.
JANUARYS	10	In January.
CJD	5	Initialism of Creutzfeldt-Jakob disease.
OUTVIE	35	be more of a rival than
WYS	10	Initialism of what you saying.
TERAFLOPS	45	plural of teraflop
QABALISTIC	45	having a secret or hidden meaning
MUJAHIDIN	30	a military force of Muslim guerilla warriors engaged in a jihad
JAPANESEMAPLE	30	leaves deeply incised and bright red in autumn; Japan
ANALINTERCOURSE	5	intercourse via the anus, committed by a man with a man or woman
DARKNESSES	30	plural of darkness
BARTHELME	45	United States author of sometimes surrealistic stories (1931-1989)
TRUMPETVINE	48	evergreen North American honeysuckle vine having coral-red or orange flowers
ANTIQUEER	1	Opposed to queer (non-heterosexual) people.
MENORRHAGIA	40	Excessive menstrual flow but regularly timed.
COAGULASE	30	an enzyme that induces coagulation
FUCKINGS	10	plural of fucking
MUJAHEDEEN	30	a military force of Muslim guerilla warriors engaged in a jihad
PRUNUSARMENIACA	30	temperate zone tree bearing downy yellow to rosy fruits
ASTROCYTE	40	comparatively large neuroglial cell
UTNAPISHTIM	47	favorite of the gods and grandfather of Gilgamish; survived the great flood and became immortal
ISLAMIZED	20	simple past and past participle of Islamize
HENDRIKVERWOERD	48	South African statesman who instituted the policy of apartheid (1901-1966)
JAPANESEAPRICOT	30	Japanese ornamental tree with fragrant white or pink blossoms and small yellow fruits
SHANGHAIER	45	a kidnapper who drugs men and takes them for compulsory service aboard a ship
ANTIPHLOGISTIC	30	counteracting inflammation
MUJAHADEEN	30	a military force of Muslim guerilla warriors engaged in a jihad
PESSIMISMS	49	plural of pessimism
MUJAHEDIN	30	a military force of Muslim guerilla warriors engaged in a jihad
AMENORRHEAL	30	related to the suppression of normal menstrual flow for any reason other than pregnancy
MICROSCOPIUM	44	a faint constellation in the Southern Hemisphere near Sagittarius and Capricornus
AIXLACHAPELLE	20	a city in western Germany near the Dutch and Belgian borders; formerly it was Charlemagne's northern capital
NEANDERTALS	30	plural of Neandertal
