EQUITY	the difference between the market value of a property and the claims held against it
EQUIVALENCE	a state of being essentially equal or equivalent; equally balanced
EQUIVALENT	a person or thing equal to another in value or measure or force or effect or significance etc
EQUIVOCAL	open to two or more interpretations; or of uncertain nature or significance; or (often) intended to mislead
EQUIVOCALLY	in an ambiguous manner
EQUIVOCALNESS	unclearness by virtue of having more than one meaning
EQUIVOCATE	be deliberately ambiguous or unclear in order to mislead or withhold information
EQUIVOCATION	a statement that is not literally false but that cleverly avoids an unpleasant truth
EQUIVOCATOR	a respondent who avoids giving a clear direct answer
ER	abbreviation of "emergency room": a room in a hospital or clinic staffed and equipped to provide emergency care to persons requiring immediate medical treatment
ERA	a period marked by distinctive character or reckoned from a fixed point or event
ERADICABLE	able to be eradicated or rooted out
ERADICATE	kill in large numbers
ERADICATION	the complete destruction of every trace of something
ERADICATOR	someone who exterminates (especially someone whose occupation is the extermination of troublesome rodents and insects)
ERASABLE	capable of being effaced
ERASE	remove from memory or existence
ERASER	an implement used to erase something
ERASMUS	Dutch humanist and theologian who was the leading Renaissance scholar of northern Europe; although his criticisms of the Roman Catholic Church led to the Reformation, he opposed violence and condemned Martin Luther (1466-1536)
ERASURE	a correction made by erasing
ERATO	(Greek mythology) the Muse of lyric and love poetry
ERATOSTHENES	Greek mathematician and astronomer who estimated the circumference of the earth and the distances to the Moon and sun (276-194 BC)
ERBIUM	a trivalent metallic element of the rare earth group; occurs with yttrium
ERE	Before; sooner than
EREBUS	(Greek mythology) Greek god of darkness who dwelt in the underworld; son of Chaos; brother of Nox; father of Aether and Day
ERECT	upright in position or posture
ERECTILE	capable of being raised to an upright position
ERECTING	the act of building or putting up
ERECTION	a structure that has been erected
ERECTLY	in a straight-backed manner
ERECTNESS	the property of being upright in posture
EREMITE	a Christian recluse
EREWHON	a satirical novel written by Samuel Butler (1872) describing a fictitious land
ERG	a cgs unit of work or energy; the work done by a force of one dyne acting over a distance of one centimeter
ERGO	(used as a sentence connector) therefore or consequently
ERGONOMIC	of or relating to ergonomics
ERGONOMICS	the branch of engineering science in which biological science is used to study the relation between workers and their environments
ERGOSTEROL	a plant sterol that is converted into vitamin D by ultraviolet radiation
ERGOT	a fungus that infects various cereal plants forming compact black masses of branching filaments that replace many grains of the plant; source of medicinally important alkaloids and of lysergic acid
ERIDANUS	a constellation in the Southern Hemisphere near Fornax and Cetus
ERIE	the 4th largest of the Great Lakes; it is linked to the Hudson River by the New York State Barge Canal
ERIN	an early name of Ireland that is now used in poetry
ERIS	(Greek mythology) goddess of discord; sister of Ares
ERITREA	an African country to the north of Ethiopia on the Red Sea; achieved independence from Ethiopia in 1993
ERITREAN	a native or inhabitant of Eritrea
ERLANG	a unit of traffic intensity in a telephone system
ERLENMEYER	German chemist (1825-1909)
ERMINE	mustelid of Northern Hemisphere in its white winter coat
ERNST	painter (born in Germany, resident of France and the United States) who was a cofounder of dadaism; developed the technique of collage (1891-1976)
ERODE	become ground down or deteriorate
ERODED	worn away as by water or ice or wind
ERODING	(geology) the mechanical process of wearing or grinding something down (as by particles washing over it), also figuratively
EROGENOUS	sensitive to sexual stimulation
EROS	a desire for sexual intimacy
EROSION	(geology) the mechanical process of wearing or grinding something down (as by particles washing over it), also figuratively
EROSIVE	wearing away by friction
EROTICA	creative activity (writing or pictures or films etc.) of no literary or artistic value other than to stimulate sexual desire
EROTICALLY	in an erotic manner
EROTICISM	a state of anticipation of sexuality
ERR	to make a mistake or be incorrect
ERRAND	a short trip that is taken in the performance of a necessary task or mission
ERRANT	straying from the right course or from accepted standards
ERRATIC	liable to sudden unpredictable change
ERRATICALLY	in an erratic unpredictable manner
ERRATUM	a mistake in printed matter resulting from mechanical failures of some kind
ERRING	capable of making an error
ERRONEOUS	containing or characterized by error
ERRONEOUSLY	in a mistaken or erroneous manner
ERROR	a wrong action attributable to bad judgment or ignorance or inattention
ERSATZ	an artificial or inferior substitute or imitation
ERSE	any of several related languages of the Celts in Ireland and Scotland
ERST	at a previous time
ERSTWHILE	belonging to some prior time
ERUCT	eject or send out in large quantities, also metaphorical
ERUCTATION	(of volcanoes) pouring out fumes or lava (or a deposit so formed)
ERUDITE	having or showing profound knowledge
ERUDITION	profound scholarly knowledge
ERUPT	start to burn or burst into flames
ERUPTION	the sudden occurrence of a violent discharge of steam and volcanic material
ERUPTIVE	producing or characterized by eruptions
ERYSIPELAS	an acute streptococcal infection characterized by deep-red inflammation of the skin and mucous membranes
ERYTHROCYTE	a mature blood cell that contains hemoglobin to carry oxygen to the bodily tissues; a biconcave disc that has no nucleus
ERYTHROMYCIN	an antibiotic (trade name Erythrocin or E-Mycin or Ethril or Ilosone or Pediamycin) obtained from the actinomycete Streptomyces erythreus; effective against many Gram-positive bacteria and some Gram-negative
ES	chemical symbol for einsteinium: a radioactive transuranic element produced by bombarding plutonium with neutrons
ESAU	(Old Testament) the eldest son of Isaac who would have inherited the covenant that God made with Abraham and that Abraham passed on to Isaac; he traded his birthright to his twin brother Jacob for a mess of pottage
ESCALATE	increase in extent or intensity
ESCALATION	an increase to counteract a perceived discrepancy
ESCALATOR	a clause in a contract that provides for an increase or a decrease in wages or prices or benefits etc. depending on certain conditions (as a change in the cost of living index)
ESCALLOP	edible muscle of mollusks having fan-shaped shells; served broiled or poached or in salads or cream sauces
ESCAPADE	a wild and exciting undertaking (not necessarily lawful)
ESCAPE	the act of escaping physically
ESCAPEE	someone who escapes
ESCAPEMENT	mechanical device that regulates movement
ESCAPISM	an inclination to retreat from unpleasant realities through diversion or fantasy
ESCAPIST	a person who escapes into a world of fantasy
ESCAPOLOGIST	an entertainer who is expert in the art of escaping
ESCAPOLOGY	the study of methods of escaping (especially as a form of entertainment)
ESCARGOT	edible terrestrial snail usually served in the shell with a sauce of melted butter and garlic
ESCAROLE	variety of endive having leaves with irregular frilled edges
ESCARPMENT	a long steep slope or cliff at the edge of a plateau or ridge; usually formed by erosion
ESCHATOLOGICAL	of or relating to or dealing with or regarding the ultimate destiny of mankind and the world
ESCHATOLOGY	the branch of theology that is concerned with such final things as death and Last Judgment; Heaven and Hell; the ultimate destiny of humankind
ESCHERICHIA	a genus of enteric bacteria
ESCHEW	avoid and stay away from deliberately; stay clear of
ESCRITOIRE	a desk used for writing
ESCROW	a written agreement (or property or money) delivered to a third party or put in trust by one party to a contract to be returned after fulfillment of some condition
ESCUDO	formerly the basic monetary unit of Portugal; equal to 100 centavo
ESCUTCHEON	a flat protective covering (on a door or wall etc.) to prevent soiling by dirty fingers
ESE	abbreviation of "east southeast": the compass point midway between east and southeast
ESOPHAGEAL	relating to the esophagus
ESOPHAGUS	the passage between the pharynx and the stomach
ESOTERIC	confined to and understandable by only an enlightened inner circle
ESP	abbreviation of "clairvoyance": apparent power to perceive things that are not present to the senses
ESPADRILLE	a sandal with a sole made of rope or rubber and a cloth upper part
ESPALIER	a trellis on which ornamental shrub or fruit tree is trained to grow flat
ESPECIAL	surpassing what is common or usual or expected
ESPECIALLY	to a distinctly greater extent or degree than is common
ESPERANTO	an artificial language based as far as possible on words common to all the European languages
ESPIONAGE	the systematic use of spies to get military or political secrets
ESPLANADE	a long stretch of open level ground (paved or grassy) for walking beside the seashore
ESPOUSAL	archaic terms for a wedding or wedding feast
ESPOUSE	choose and follow; as of theories, ideas, policies, strategies or plans
ESPRESSO	strong black coffee brewed by forcing hot water under pressure through finely ground coffee beans
ESPRIT	liveliness of mind or spirit
ESPY	catch sight of
ESQ	a title of respect for a member of the English gentry ranking just below a knight; placed after the name
ESQUIRE	(Middle Ages) an attendant and shield bearer to a knight; a candidate for knighthood
ESR	abbreviation of "erythrocyte sedimentation rate": the rate at which red blood cells settle out in a tube of blood under standardized conditions; a high rate usually indicates the presence of inflammation
ESSAY	an analytic or interpretive literary composition
ESSAYER	one who tries
ESSAYIST	a writer of literary works
ESSEN	a city in western Germany; industrial center of the Ruhr
ESSENCE	the choicest or most essential or most vital part of some idea or experience
ESSENE	a member of an ascetic Jewish sect around the time of Jesus
ESSENTIAL	absolutely necessary; vitally necessary
ESSENTIALLY	in essence; at bottom or by one's (or its) very nature
ESSEX	a county in southeastern England on the North Sea and the Thames estuary
EST	abbreviation of "Eastern Standard Time": standard time in the 5th time zone west of Greenwich, reckoned at the 75th meridian; used in the eastern United States
ESTABLISH	set up or lay the groundwork for
ESTABLISHED	settled securely and unconditionally
ESTABLISHMENT	the act of forming or establishing something
ESTATE	everything you own; all of your assets (whether real property or personal property) and liabilities
ESTEEM	regard highly; think much of
ESTEEMED	having an illustrious reputation; respected
ESTER	organic compound formed by reaction between an acid and an alcohol with elimination of water
ESTHER	an Old Testament book telling of a beautiful Jewess who became queen of Persia and saved her people from massacre
ESTIMABLE	deserving of respect or high regard
ESTIMATE	an approximate calculation of quantity or degree or worth
ESTIMATION	a document appraising the value of something (as for insurance or taxation)
ESTIMATOR	an expert at calculation (or at operating calculating machines)
ESTONIA	a republic in northeastern Europe on the Baltic Sea, with capital Tallinn
ESTONIAN	the official language of Estonia; belongs to the Baltic-Finnic family of languages
ESTOPPEL	a rule of evidence whereby a person is barred from denying the truth of a fact that has already been settled
ESTRANGE	remove from customary environment or associations
ESTRANGED	caused to be unloved
ESTRANGEMENT	separation resulting from hostility
ESTRANGING	making one feel out of place or alienated
ESTROGEN	a general term for female steroid sex hormones that are secreted by the ovary and responsible for typical female sexual characteristics
ESTROUS	(of lower mammals) showing or in a state of estrus; in heat
ESTRUS	applies to nonhuman mammals: a state or period of heightened sexual arousal and activity
ESTUARY	the wide part of a river where it nears the sea; fresh and salt water mix
ETA	the 7th letter of the Greek alphabet
ETC	continuing in the same way
ETCH	cause to stand out or be clearly defined or visible
ETCHED	cut or impressed into a surface
ETD	abbreviation of "explosive trace detection": a system for screening luggage in airports; an agent passes a swab around or inside luggage and then runs the swab through a machine that can detect trace amounts of explosives
ETERNAL	continuing forever or indefinitely
ETERNALLY	for a limitless time
ETERNITY	a state of eternal existence believed in some religions to characterize the afterlife
ETHANE	a colorless odorless alkane gas used as fuel
ETHANOL	the intoxicating agent in fermented and distilled liquors; used pure or denatured as a solvent or in medicines and colognes and cleaning solutions and rocket fuel; proposed as a renewable clean-burning additive to gasoline
ETHELRED	king of the English who succeeded to the throne after his half-brother Edward the Martyr was murdered; he struggled unsuccessfully against the invading Danes (969-1016)
ETHER	the fifth and highest element after air and earth and fire and water; was believed to be the substance composing all heavenly bodies
ETHEREAL	characterized by lightness and insubstantiality; as impalpable or intangible as air
ETHERNET	a type of network technology for local area networks; coaxial cable carries radio frequency signals between computers at a rate of 10 megabits per second
ETHIC	the principles of right and wrong that are accepted by an individual or a social group
ETHICAL	conforming to accepted standards of social or professional behavior
ETHICALLY	in an ethical manner; from an ethical point of view; according to ethics
ETHICS	motivation based on ideas of right and wrong
ETHIOPIAN	a native or inhabitant of Ethiopia
ETHMOID	one of the eight bones of the cranium; a small bone filled with air spaces that forms part of the eye sockets and the nasal cavity
ETHNIC	denoting or deriving from or distinctive of the ways of living built up by a group of people
ETHNICALLY	with respect to ethnicity
ETHNICITY	an ethnic quality or affiliation resulting from racial or cultural ties
ETHNOCENTRIC	centered on a specific ethnic group, usually one's own
ETHNOCENTRISM	belief in the superiority of one's own ethnic group
ETHNOGRAPHER	an anthropologist who does ethnography
ETHNOGRAPHIC	of or relating to ethnography
ETHNOGRAPHY	the branch of anthropology that provides scientific description of individual human societies
ETHNOLOGICAL	of or relating to ethnology
ETHNOLOGIST	an anthropologist who studies ethnology
ETHNOLOGY	the branch of anthropology that deals with the division of humankind into races and with their origins and distribution and distinctive characteristics
ETHOLOGIST	a zoologist who studies the behavior of animals in their natural habitats
ETHOLOGY	the branch of zoology that studies the behavior of animals in their natural habitats
ETHOS	(anthropology) the distinctive spirit of a culture or an era
ETHYL	the univalent hydrocarbon radical C2H5 derived from ethane by the removal of one hydrogen atom
ETHYLENE	a flammable colorless gaseous alkene; obtained from petroleum and natural gas and used in manufacturing many other chemicals; sometimes used as an anesthetic
ETIOLATED	(especially of plants) developed without chlorophyll by being deprived of light
ETIOLOGIC	of or relating to the philosophical study of causation
ETIOLOGICAL	of or relating to the philosophical study of causation
ETIOLOGY	the cause of a disease
ETIQUETTE	rules governing socially acceptable behavior
ETNA	a gas burner used in laboratories; has an air valve to regulate the mixture of gas and air
ETRURIA	an ancient country in central Italy; assimilated by the Romans by about 200 BC
ETUDE	a short composition for a solo instrument; intended as an exercise or to demonstrate technical virtuosity
ETYMOLOGICAL	based on or belonging to etymology
ETYMOLOGIST	a lexicographer who specializes in etymology
ETYMOLOGY	a history of a word
EU	chemical symbol for europium: a bivalent and trivalent metallic element of the rare earth group
EUCHARIST	a Christian sacrament commemorating the Last Supper by consecrating bread and wine
EUCHRE	a card game similar to ecarte; each player is dealt 5 cards and the player making trump must take 3 tricks to win a hand
EUCLID	Greek geometer (3rd century BC)
EUCLIDEAN	relating to geometry as developed by Euclid
EUGENE	a city in western Oregon on the Willamette River; site of a university
EUGENIA	tropical trees and shrubs with aromatic leaves and often valuable hard wood
EUGENIC	pertaining to or causing improvement in the offspring produced
EUGENICS	the study of methods of improving genetic qualities by selective breeding (especially as applied to human mating)
EULER	Swiss mathematician (1707-1783)
EULOGISE	praise formally and eloquently
EULOGIST	an orator who delivers eulogies or panegyrics
EULOGISTIC	formally expressing praise
EULOGIZE	praise formally and eloquently
EULOGY	a formal expression of praise for someone who has died recently
EUMENIDES	(classical mythology) the hideous snake-haired monsters (usually three in number) who pursued unpunished criminals
EUPHEMISTIC	of or the nature of euphemism
EUPHEMISTICALLY	in a euphemistic manner
EUPHONIOUS	having a pleasant sound
EUPHONY	any agreeable (pleasing and harmonious) sounds
EUPHORIA	a feeling of great (usually exaggerated) elation
EUPHORIC	exaggerated feeling of well-being or elation
EUPHRATES	a river in southwestern Asia; flows into the Persian Gulf; was important in the development of several great civilizations in ancient Mesopotamia
EURASIA	the land mass formed by the continents of Europe and Asia
EURASIAN	a person of mixed European and Asian descent
EUREKA	an alloy of copper and nickel with high electrical resistance and a low temperature coefficient; used as resistance wire
EURIPIDES	one of the greatest tragic dramatists of ancient Greece (480-406 BC)
EURODOLLAR	a United States dollar deposited in a European bank and used as an international currency to finance trade
EUROPA	the 4th largest of Jupiter's satellites; covered with a smooth shell of frozen water
EUROPE	an international organization of European countries formed after World War II to reduce trade barriers and increase cooperation among its members
EUROPEAN	a native or inhabitant of Europe
EUROPIUM	a bivalent and trivalent metallic element of the rare earth group
EURYDICE	(Greek mythology) the wife of Orpheus
EUTECTIC	a mixture of substances having a minimum melting point
EUTERPE	(Greek mythology) the Muse of music (or the flute)
EUTHANASIA	the act of killing someone painlessly (especially someone suffering from an incurable illness)
EUTHANIZE	intentionally cause the painless death of a person or animal
EUTHENICS	the study of methods of improving human well-being and efficient functioning by improving environmental conditions
EUTROPHICATION	excessive nutrients in a lake or other body of water, usually caused by runoff of nutrients (animal waste, fertilizers, sewage) from the land, which causes a dense growth of plant life; the decomposition of the plants depletes the supply of oxygen, leading to the death of animal life
EVACUATE	move out of an unsafe location into safety
EVACUATION	the act of removing the contents of something
EVACUEE	a person who has been evacuated from a dangerous place
EVADE	avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues)
EVALUATE	form a critical opinion of
EVALUATION	act of ascertaining or fixing the value or worth of
EVALUATIVE	exercising or involving careful evaluations
EVALUATOR	an authority who is able to estimate worth or quality
EVANESCENCE	the event of fading and gradually vanishing from sight
EVANESCENT	tending to vanish like vapor
EVANGELICAL	relating to or being a Christian church believing in personal conversion and the inerrancy of the Bible especially the 4 Gospels
EVANGELICALISM	stresses the importance of personal conversion and faith as the means of salvation
EVANGELISE	preach the gospel (to)
EVANGELISM	zealous preaching and advocacy of the gospel
EVANGELIST	a preacher of the Christian gospel
EVANGELISTIC	relating to or promoting the preaching and dissemination of the Christian gospel
EVANGELIZE	preach the gospel (to)
EVANS	British archaeologist who excavated the palace of Knossos in Crete to find what he called Minoan civilization (1851-1941)
EVANSVILLE	a city in southwestern Indiana on the Ohio River
EVAPORATE	lose or cause to lose liquid by vaporization leaving a more concentrated residue
EVAPORATED	drawn off in the form of vapor
EVAPORATION	the process of becoming a vapor
EVASION	a statement that is not literally false but that cleverly avoids an unpleasant truth
EVASIVE	deliberately vague or ambiguous
EVASIVENESS	intentionally vague or ambiguous
EVE	the period immediately before something
EVEN	the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)
EVENHANDED	without partiality
EVENING	the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)
EVENKI	a member of the people inhabiting an area of northern Mongolia and eastern Siberia
EVENLY	in equal amounts or shares; in a balanced or impartial way
EVENNESS	a quality of uniformity and lack of variation
EVENSONG	the sixth of the seven canonical hours of the divine office; early evening; now often made a public service on Sundays
EVENT	something that happens at a given place and time
EVENTFUL	full of events or incidents
EVENTIDE	the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)
EVENTUAL	expected to follow in the indefinite future from causes already operating
EVENTUALITY	a possible event or occurrence or result
EVENTUALLY	after an unspecified period of time or an especially long delay
EVENTUATE	come out in the end
EVER	at all times; all the time and on every occasion
EVEREST	a mountain in the central Himalayas on the border of Tibet and Nepal; the highest mountain peak in the world (29,028 feet high)
EVERGLADES	a large subtropical swamp in southern Florida that is noted for its wildlife
EVERGREEN	a plant having foliage that persists and remains green throughout the year
EVERLASTING	any of various plants of various genera of the family Compositae having flowers that can be dried without loss of form or color
EVERLASTINGLY	for a limitless time
EVERMORE	at any future time; in the future
EVERT	turn inside out; turn the inner surface of outward
EVERY	(used of count nouns) each and all of the members of a group considered singly and without exception
EVERYDAY	found in the ordinary course of events
EVERYPLACE	to or in any or all places; pronoun, location; quantifier: universal
EVERYTHING	all things that are of importance to a person
EVERYWHERE	to or in any or all places; pronoun, location; quantifier: universal
EVICT	expel or eject without recourse to legal process
EVICTION	action by a landlord that compels a tenant to leave the premises (as by rendering the premises unfit for occupancy); no physical expulsion or legal process is involved
EVIDENCE	your basis for belief or disbelief; knowledge on which to base belief
EVIDENCED	supported by evidence
EVIDENT	clearly revealed to the mind or the senses or judgment
EVIDENTLY	unmistakably (‘plain’ is often used informally for ‘plainly’)
EVIL	morally objectionable behavior
EVILDOER	a person who sins (without repenting)
EVILDOING	the act of transgressing; the violation of a law or a duty or moral principle
EVILNESS	the quality of being morally wrong in principle or practice
EVINCE	give expression to
EVISCERATE	having been disembowelled
EVISCERATION	surgical removal of an organ (or the contents of an organ) from a patient
EVOCATION	calling up supposed supernatural forces by spells and incantations
EVOCATIVE	serving to bring to mind
EVOKE	call forth (emotions, feelings, and responses)
EVOKED	called forth from a latent or potential state by stimulation
EVOLUTION	a process in which something passes by degrees to a different stage (especially a more advanced or mature stage)
EVOLUTIONARY	of or relating to or produced by evolution
EVOLUTIONIST	a person who believes in organic evolution
EVOLVE	undergo development or evolution
EWE	a member of a people living in southern Benin and Togo and southeastern Ghana
EWER	an open vessel with a handle and a spout for pouring
EX	a man who was formerly a certain woman's husband
EXABYTE	a unit of information equal to 1000 petabytes or 10^18 bytes
EXACERBATE	exasperate or irritate
EXACERBATING	making worse
EXACERBATION	action that makes a problem or a disease (or its symptoms) worse
EXACT	marked by strict and particular and complete accordance with fact
EXACTING	having complicated nutritional requirements; especially growing only in special artificial cultures
EXACTION	act of demanding or levying by force or authority
EXACTITUDE	the quality of being exact
EXACTLY	just as it should be
EXAGGERATE	to enlarge beyond bounds or the truth
EXAGGERATED	represented as greater than is true or reasonable
EXAGGERATION	the act of making something more noticeable than usual
EXALT	praise, glorify, or honor
EXALTATION	a state of being carried away by overwhelming emotion
EXALTED	of high moral or intellectual value; elevated in nature or style
EXAM	a set of questions or exercises evaluating skill or knowledge
EXAMINATION	the act of examining something closely (as for mistakes)
EXAMINE	consider in detail and subject to an analysis in order to discover essential features or meaning
EXAMINER	someone who administers a test to determine your qualifications
EXAMPLE	an item of information that is typical of a class or group
EXASPERATE	make furious
EXASPERATED	greatly annoyed; out of patience
EXASPERATING	extremely annoying or displeasing
EXASPERATION	an exasperated feeling of annoyance
EXCALIBUR	the legendary sword of King Arthur
EXCAVATE	recover through digging
EXCAVATION	the act of digging
EXCAVATOR	a workman who excavates for foundations of buildings or for quarrying
EXCEED	be greater in scope or size than some standard
EXCEEDING	far beyond what is usual in magnitude or degree
EXCEEDINGLY	to an extreme degree
EXCEL	distinguish oneself
EXCELLENCE	the quality of excelling; possessing good qualities in high degree
EXCELLENCY	an outstanding feature; something in which something or someone excels
EXCELLENT	very good; of the highest quality
EXCELLENTLY	wonderfully
EXCELSIOR	thin curly wood shavings used for packing or stuffing
EXCEPT	prevent from being included or considered or accepted
EXCEPTION	a deliberate act of omission
EXCEPTIONABLE	liable to objection or debate; used of something one might take exception to
EXCEPTIONAL	far beyond what is usual in magnitude or degree
EXCEPTIONALLY	to an exceptional degree
EXCERPT	a passage selected from a larger work
EXCESS	a quantity much larger than is needed
EXCESSIVE	beyond normal limits
EXCESSIVELY	to a degree exceeding normal or proper limits
EXCHANGE	chemical process in which one atom or ion or group changes places with another
EXCHANGEABLE	suitable to be exchanged
EXCHANGED	changed for (replaced by) something different
EXCHEQUER	the funds of a government or institution or individual
EXCISE	a tax that is measured by the amount of business done (not on property or income from real estate)
EXCISION	the omission that is made when an editorial change shortens a written passage
EXCITABILITY	excessive sensitivity of an organ or body part
EXCITABLE	capable of responding to stimuli
EXCITATION	the state of being emotionally aroused and worked up
EXCITE	arouse or elicit a feeling
EXCITED	(of persons) excessively affected by emotion
EXCITEMENT	the feeling of lively and cheerful joy
EXCITING	creating or arousing excitement
EXCLAIM	utter aloud; often with surprise, horror, or joy
EXCLAIMING	an abrupt excited utterance
EXCLAMATION	an abrupt excited utterance
EXCLAMATORY	sudden and strong
EXCLUDE	prevent from being included or considered or accepted
EXCLUSION	the state of being excluded
EXCLUSIVE	a news report that is reported first by one news organization
EXCLUSIVELY	without any others being included or involved
EXCLUSIVENESS	tendency to associate with only a select group
EXCOMMUNICATE	exclude from a church or a religious community
EXCOMMUNICATION	the state of being excommunicated
EXCORIATE	express strong disapproval of
EXCORIATION	an abraded area where the skin is torn or worn off
EXCREMENT	waste matter (as urine or sweat but especially feces) discharged from the body
EXCRESCENCE	something that bulges out or is protuberant or projects from its surroundings
EXCRESCENT	forming an outgrowth (usually an excessive outgrowth)
EXCRETA	waste matter (as urine or sweat but especially feces) discharged from the body
EXCRETE	eliminate from the body
EXCRETING	the bodily process of discharging waste matter
EXCRETION	the bodily process of discharging waste matter
EXCRETORY	of or relating to the process of excretion
EXCRUCIATING	extremely painful
EXCRUCIATINGLY	in a very painful manner
EXCULPATE	pronounce not guilty of criminal charges
EXCULPATED	freed from any question of guilt
EXCULPATION	a defense of some offensive behavior or some failure to keep a promise etc.
EXCULPATORY	clearing of guilt or blame
EXCURSION	a journey taken for pleasure
EXCURSIONIST	a tourist who is visiting sights of interest
EXCURSIVE	(of e.g. speech and writing) tending to depart from the main point or cover a wide range of subjects
EXCUSABLE	capable of being overlooked
EXCUSABLY	in an excusable manner or to an excusable degree
EXCUSE	a defense of some offensive behavior or some failure to keep a promise etc.
EXCUSED	granted exemption
EXEC	abbreviation of "White House": the chief executive department of the United States government
EXECRABLE	of very poor quality or condition
EXECRATE	curse or declare to be evil or anathema or threaten with divine punishment
EXECRATION	hate coupled with disgust
EXECUTABLE	capable of being done with means at hand and circumstances as they are
EXECUTE	kill as a means of socially sanctioned punishment
EXECUTED	put to death as punishment
EXECUTING	putting a condemned person to death
EXECUTION	putting a condemned person to death
EXECUTIONER	an official who inflicts capital punishment in pursuit of a warrant
EXECUTIVE	a person responsible for the administration of a business
EXECUTOR	a person appointed by a testator to carry out the terms of the will
EXECUTRIX	a woman executor
EXEGESIS	an explanation or critical interpretation (especially of the Bible)
EXEGETIC	relating to exegesis
EXEGETICAL	relating to exegesis
EXEMPLAR	something to be imitated
EXEMPLARY	worthy of imitation
EXEMPLIFICATION	showing by example
EXEMPLIFY	clarify by giving an example of
EXEMPLIFYING	clarifying by use of examples
EXEMPT	(of persons) freed from or not subject to an obligation or liability (as e.g. taxes) to which others or other things are subject
EXEMPTION	immunity from an obligation or duty
EXERCISE	the activity of exerting your muscles in various ways to keep fit
EXERCISING	the activity of exerting your muscles in various ways to keep fit
EXERCYCLE	an exercise device resembling a stationary bike
EXERT	have and exercise
EXERTION	use of physical or mental energy; hard work
EXFOLIATE	spread by opening the leaves of
EXFOLIATION	the peeling off in flakes or scales of bark or dead skin
EXHALATION	the act of expelling air from the lungs
EXHALE	give out (breath or an odor)
EXHAUST	gases ejected from an engine as waste products
EXHAUSTED	depleted of energy, force, or strength
EXHAUSTIBLE	capable of being used up
EXHAUSTING	having a debilitating effect
EXHAUSTION	serious weakening and loss of energy
EXHAUSTIVE	performed comprehensively and completely; not superficial or partial
EXHIBIT	an object or statement produced before a court of law and referred to while giving evidence
EXHIBITION	the act of exhibiting
EXHIBITIONISM	extravagant and conspicuous behavior intended to attract attention to yourself
EXHIBITIONIST	someone with a compulsive desire to expose the genitals
EXHIBITOR	someone who organizes an exhibit for others to see
EXHILARATE	fill with sublime emotion
EXHILARATED	made joyful
EXHILARATING	making lively and cheerful
EXHILARATION	the feeling of lively and cheerful joy
EXHORT	spur on or encourage especially by cheers and shouts
EXHORTATION	a communication intended to urge or persuade the recipients to take some action
EXHUMATION	the act of digging something up out of the ground (especially a corpse) where it has been buried
EXHUME	dig up for reburial or for medical investigation; of dead bodies
EXIGENCY	a pressing or urgent situation
EXIGENT	requiring precise accuracy
EXIGUITY	the quality of being meager
EXIGUOUS	extremely scanty
EXILE	a person who is voluntarily absent from home or country
EXILIC	of or relating to a period of exile (especially the exile of the Jews known as the Babylonian Captivity)
EXIST	have an existence, be extant
EXISTENCE	the state or fact of existing
EXISTENT	having existence or being or actuality
EXISTENTIAL	derived from experience or the experience of existence
EXISTENTIALISM	(philosophy) a 20th-century philosophical movement chiefly in Europe; assumes that people are entirely free and thus responsible for what they make of themselves
EXISTENTIALIST	a philosopher who emphasizes freedom of choice and personal responsibility but who regards human existence in a hostile universe as unexplainable
EXISTING	having existence or being or actuality
EXIT	an opening that permits escape or release
EXOBIOLOGY	the branch of biology concerned with the effects of outer space on living organisms and the search for extraterrestrial life
EXOCET	a guided missile developed by the French government for use against ships
EXODUS	a journey by a large group to escape from a hostile environment
EXOGENOUS	derived or originating externally
EXON	sequence of a gene's DNA that transcribes into protein structures
EXONERATE	pronounce not guilty of criminal charges
EXONERATED	freed from any question of guilt
EXONERATION	the condition of being relieved from blame or obligation
EXOPLANET	A planet which exists outside Earth's solar system
EXORBITANCE	excessive excess
EXORBITANT	greatly exceeding bounds of reason or moderation
EXORCISE	expel through adjuration or prayers
EXORCISM	freeing from evil spirits
EXORCIST	one of the minor orders in the unreformed Western Church but now suppressed in the Roman Catholic Church
EXOSKELETON	the exterior protective or supporting structure or shell of many animals (especially invertebrates) including bony or horny parts such as nails or scales or hoofs
EXOSPHERE	the outermost atmospheric layer
EXOTHERMIC	(of a chemical reaction or compound) occurring or formed with the liberation of heat
EXOTIC	being or from or characteristic of another place or part of the world
EXOTICISM	the quality of being exotic
EXPAND	extend in one or more directions
EXPANDABLE	able to expand or be expanded
EXPANDED	increased in extent or size or bulk or scope
EXPANSE	the extent of a 2-dimensional surface enclosed within a boundary
EXPANSIBLE	able to expand or be expanded
EXPANSION	the act of increasing (something) in size or volume or quantity or scope
EXPANSIONISM	the doctrine of expanding the territory or the economic influence of a country
EXPANSIONIST	of or involving or guided by expansionism
EXPANSIVE	able or tending to expand or characterized by expansion
EXPANSIVELY	in an ebullient manner
EXPANSIVENESS	a quality characterized by magnificence of scale or the tendency to expand
EXPAT	a person who is voluntarily absent from home or country
EXPATIATE	add details, as to an account or idea; clarify the meaning of and discourse in a learned way, usually in writing
